pangkat,pend_terakhir,thn_pengangkatan,usia_asn,masa_kerja
IV/d,S2,1995,60,28
IV/c,S1,1992,58,31
IV/c,S1,1988,60,35
IV/c,S1,1988,56,35
IV/c,S2,1993,56,30
IV/c,S2,1998,50,25
IV/b,S1,1986,60,37
IV/b,S1,1988,57,35
IV/b,S1,1984,60,39
IV/b,S1,1985,57,38
IV/b,S1,1992,60,31
IV/b,S1,1983,61,40
IV/b,S1,1986,59,37
IV/b,S1,1997,55,26
IV/b,S1,1989,56,34
IV/b,S1,1984,60,39
IV/b,S1,1982,60,41
IV/b,S1,1983,61,40
IV/b,S1,1993,58,30
IV/b,S1,1986,59,37
IV/b,S1,1991,56,32
IV/b,S1,1988,60,35
IV/b,S1,1986,60,37
IV/b,S1,1990,57,33
IV/b,S1,1988,57,35
IV/b,S1,2005,45,18
IV/b,S1,1987,60,36
IV/b,S1,1985,61,38
IV/b,S1,1987,59,36
IV/b,S1,1983,60,40
IV/b,S1,1987,58,36
IV/b,S1,1996,59,27
IV/b,S1,1994,58,29
IV/b,S1,1994,59,29
IV/b,S1,1987,58,36
IV/b,S1,1983,60,40
IV/b,S1,1988,60,35
IV/b,S1,1984,59,39
IV/b,S1,1986,59,37
IV/b,S1,1987,59,36
IV/b,S1,1989,59,34
IV/b,S1,1989,57,34
IV/b,D3,1990,60,33
IV/b,D3,1986,57,37
IV/b,S1,1987,59,36
IV/a,S2,1990,53,33
IV/a,S1,1983,60,40
IV/a,S1,1988,60,35
IV/a,S1,1986,59,37
IV/a,D3,1987,61,36
IV/a,D3,1987,57,36
IV/a,D3,1988,61,35
IV/a,D3,1988,58,35
IV/a,S1,1986,59,37
IV/a,S1,1986,60,37
IV/a,S1,1984,61,39
IV/a,S1,1987,58,36
IV/a,S1,1993,56,30
IV/a,S1,1991,57,32
IV/a,S1,1993,57,30
IV/a,S1,1993,60,30
IV/a,S1,1987,60,36
IV/a,S1,1984,59,39
IV/a,S1,1983,61,40
IV/a,S1,1994,59,29
IV/a,S1,1986,62,37
IV/a,D3,1994,59,29
IV/a,D3,1991,58,32
IV/a,S1,2000,55,23
IV/a,S1,1993,58,30
IV/a,S1,1986,60,37
IV/a,S1,1991,57,32
IV/a,S1,2000,56,23
IV/a,S1,1990,55,33
IV/a,S1,1986,61,37
IV/a,S1,1997,53,26
IV/a,S1,1985,60,38
IV/a,S1,2007,53,16
IV/a,S1,1997,59,26
IV/a,S1,1995,52,28
IV/a,S1,1990,58,33
IV/a,S1,2006,49,17
IV/a,S1,1997,53,26
IV/a,S1,1997,53,26
IV/a,S1,1987,59,36
IV/a,S1,1988,58,35
IV/a,S1,1995,55,28
IV/a,S1,2000,52,23
IV/a,S1,1997,54,26
IV/a,S1,1987,61,36
IV/a,S1,1993,58,30
IV/a,S1,1999,49,24
IV/a,S1,1994,58,29
IV/a,S1,1986,60,37
IV/a,S1,1987,59,36
IV/a,S1,1994,57,29
IV/a,S1,1994,58,29
IV/a,S1,1992,60,31
IV/a,S1,1998,52,25
III/d,D3,2006,51,17
III/d,S1,1994,55,29
III/d,S1,2009,44,14
III/d,S1,2009,40,14
III/d,S2,2006,46,17
III/d,S1,2008,47,15
III/d,S1,2010,40,13
III/d,S1,2008,57,15
III/d,S1,2005,51,18
III/d,S1,2005,55,18
III/d,S1,2007,59,16
III/d,S1,2006,40,17
III/d,S1,1988,60,35
III/d,S1,1989,58,34
III/d,S1,2006,48,17
III/d,S1,2007,59,16
III/d,S1,2008,53,15
III/d,S1,2006,54,17
III/d,S1,2006,42,17
III/d,S1,2005,54,18
III/d,S1,2010,42,13
III/d,S1,1994,55,29
III/d,S1,1999,58,24
III/d,S1,1993,51,30
III/d,D3,1993,59,30
III/d,D3,1991,58,32
III/d,D3,1991,55,32
III/d,D3,1986,58,37
III/d,D3,2005,40,18
III/d,S1,1987,59,36
III/d,S1,2006,44,17
III/d,S1,2007,54,16
III/d,S1,2005,54,18
III/d,S1,2006,53,17
III/d,S1,2005,54,18
III/d,S1,1991,57,32
III/d,S1,2010,41,13
III/d,S1,1992,55,31
III/d,S1,1987,57,36
III/d,S1,2006,55,17
III/d,S1,2005,44,18
III/d,S1,2008,57,15
III/d,S1,2005,56,18
III/d,S1,2011,36,12
III/d,S1,1991,59,32
III/d,S1,2006,55,17
III/d,S2,2007,54,16
III/d,S1,2005,54,18
III/d,S1,2008,56,15
III/d,S1,2008,53,15
III/d,S1,2010,42,13
III/d,S1,1999,48,24
III/d,S1,2005,54,18
III/d,S1,2008,53,15
III/d,S1,2005,52,18
III/d,S1,2008,54,15
III/d,S1,2010,42,13
III/d,S1,2008,56,15
III/c,S1,2007,59,16
III/c,S1,2007,59,16
III/c,S1,2010,48,13
III/c,S1,2010,40,13
III/c,S1,2010,45,13
III/c,S1,2011,38,12
III/c,S1,2006,52,17
III/c,S1,2006,41,17
III/c,S1,2008,60,15
III/c,S1,2005,53,18
III/c,S1,2009,47,14
III/c,S1,1988,56,35
III/c,S1,2007,54,16
III/c,S1,2007,59,16
III/c,S1,2008,53,15
III/c,S1,2010,39,13
III/c,S1,2005,41,18
III/c,S1,2010,42,13
III/c,S1,2010,41,13
III/c,S1,1994,51,29
III/c,S1,2010,37,13
III/c,S1,2009,43,14
III/c,S1,2009,37,14
III/c,S1,2007,59,16
III/c,S1,2008,58,15
III/c,S1,2009,43,14
III/c,S1,2008,51,15
III/c,S2,1991,59,32
III/c,S1,2007,55,16
III/c,S1,1994,59,29
III/c,D3,2007,43,16
III/c,S1,2008,51,15
III/c,S1,2007,54,16
III/c,S1,2010,34,13
III/c,S1,2010,37,13
III/c,S1,2009,39,14
III/c,S1,2010,37,13
III/c,S2,2007,45,16
III/c,S1,2005,54,18
III/c,S1,2007,53,16
III/c,S1,2007,54,16
III/c,S1,2009,37,14
III/c,S1,2008,53,15
III/c,S1,2007,55,16
III/c,S1,2006,58,17
III/c,S1,2010,46,13
III/c,S1,2008,55,15
III/b,S1,2008,45,15
III/b,S1,2008,55,15
III/b,S1,2008,56,15
III/b,S1,2008,55,15
III/b,S1,2008,58,15
III/b,D3,1994,54,29
III/b,D3,2010,41,13
III/b,D3,2011,43,12
III/b,S1,2010,38,13
III/b,D3,2010,45,13
III/b,D3,2010,45,13
III/b,S1,2010,44,13
III/b,S1,2008,52,15
III/b,S1,2010,36,13
III/b,S1,2010,35,13
III/b,S1,2008,54,15
III/b,S1,1991,59,32
III/b,S1,2014,54,9
III/b,S1,2010,35,13
III/b,S1,2009,46,14
III/b,S1,2010,36,13
III/b,D3,2009,40,14
III/b,S1,2014,40,9
III/b,S1,2014,45,9
III/b,S1,2014,41,9
III/b,S1,2006,58,17
III/b,S1,2014,47,9
III/b,S1,2014,43,9
III/b,S1,2014,44,9
III/b,S1,2014,41,9
III/b,S1,2010,34,13
III/b,S1,2014,43,9
III/b,S1,2007,58,16
III/b,S1,2010,38,13
III/b,S1,2014,54,9
III/b,S1,2007,53,16
III/b,S1,2014,50,9
III/b,D3,2008,54,15
III/b,D3,2010,37,13
III/b,D3,2008,41,15
III/b,D3,2010,47,13
III/b,D3,2010,45,13
III/b,S1,2009,41,14
III/b,S1,2014,45,9
III/b,S1,2014,44,9
III/b,D3,2010,45,13
III/b,S1,2014,43,9
III/b,S1,2014,48,9
III/b,S1,2011,52,12
III/b,S1,2014,43,9
III/b,S1,2014,46,9
III/b,S1,2014,42,9
III/b,S1,2014,43,9
III/b,S1,2014,55,9
III/b,S1,2006,56,17
III/b,S1,2014,57,9
III/b,S1,2014,51,9
III/b,S1,2014,47,9
III/a,S1,2017,40,6
III/a,D3,2006,49,17
III/a,S1,2011,43,12
III/a,D3,2009,42,14
III/a,S1,2011,41,12
III/a,S1,2017,39,6
III/a,S1,2017,40,6
III/a,S1,2007,49,16
III/a,S1,2008,58,15
III/a,S1,2008,44,15
III/a,S1,2010,34,13
III/a,S1,2014,52,9
III/a,S1,2022,25,1
III/a,S1,2008,46,15
III/a,D3,1996,58,27
III/a,S1,2014,48,9
III/a,S1,2000,56,23
III/a,S1,2007,55,16
III/a,S1,1990,55,33
III/a,S1,2009,42,14
III/a,S1,2019,39,4
III/a,S1,2019,27,4
III/a,S1,2019,29,4
III/a,S1,2019,32,4
III/a,S1,2019,29,4
III/a,S1,2019,33,4
III/a,S1,2019,31,4
III/a,S1,2019,30,4
III/a,S1,2019,35,4
III/a,S1,2019,30,4
III/a,S1,2019,38,4
III/a,S1,2019,32,4
III/a,S1,2019,32,4
III/a,S1,2019,37,4
III/a,S1,2019,38,4
III/a,S1,2019,39,4
III/a,S1,2019,33,4
III/a,S1,2019,31,4
III/a,S1,2019,32,4
III/a,S1,2019,30,4
III/a,S1,2019,36,4
III/a,S1,2019,30,4
III/a,S1,2019,35,4
III/a,S1,2019,27,4
III/a,S1,2019,30,4
III/a,S1,2019,39,4
III/a,S1,2019,27,4
III/a,S1,2019,31,4
III/a,S1,2019,39,4
III/a,S1,2019,31,4
III/a,S1,2019,30,4
III/a,S1,2019,34,4
III/a,S1,2019,32,4
III/a,S1,2019,30,4
III/a,S1,2019,28,4
III/a,S1,2019,35,4
III/a,S1,2019,27,4
III/a,S1,2019,35,4
III/a,S1,2019,31,4
III/a,S1,2019,35,4
III/a,S1,2019,28,4
III/a,S1,2019,29,4
III/a,S1,2019,31,4
III/a,S1,2019,33,4
III/a,S1,2019,28,4
III/a,S1,2019,33,4
III/a,S1,2019,30,4
III/a,S1,2019,32,4
III/a,S1,2019,36,4
III/a,S1,2019,32,4
III/a,S1,2019,39,4
III/a,S1,2019,38,4
III/a,S1,2019,30,4
III/a,S1,2019,31,4
III/a,S1,2019,27,4
III/a,S1,2019,31,4
III/a,S1,2019,28,4
III/a,S1,2019,34,4
III/a,S1,2019,35,4
III/a,S1,2019,28,4
III/a,S1,2019,35,4
III/a,S1,2019,37,4
III/a,S1,2019,30,4
III/a,S1,2019,30,4
III/a,S1,2019,31,4
III/a,S1,2019,35,4
III/a,S1,2019,31,4
III/a,S1,2019,36,4
III/a,S1,2019,28,4
III/a,S1,2019,31,4
III/a,S1,2019,28,4
III/a,S1,2019,32,4
II/d,D3,2010,39,13
II/d,D3,2017,38,6
II/d,D3,2014,62,9
II/d,D3,2010,34,13
II/d,D3,2014,43,9
II/d,D3,2017,39,6
II/d,D3,2017,38,6
II/d,D3,2017,42,6
II/d,D3,2017,38,6
II/d,D3,2017,42,6
II/d,D3,2017,36,6
II/d,D3,2017,35,6
II/d,D3,2017,37,6
II/d,D3,2017,39,6
II/d,D3,2017,39,6
II/d,D3,2017,39,6
II/d,D3,2017,39,6
II/d,D3,2017,42,6
II/d,D3,2017,41,6
II/d,D3,2017,38,6
II/d,D3,2017,40,6
II/d,D3,2017,39,6
II/d,D3,2017,36,6
II/d,D3,2017,36,6
II/d,D3,2017,36,6
II/d,D3,2017,36,6
II/d,D3,2017,38,6
II/d,D3,2017,37,6
II/d,D3,2017,40,6
II/d,D3,2017,38,6
II/d,D3,2017,38,6
II/d,D3,2017,36,6
II/d,D3,2017,38,6
II/d,D3,2017,36,6
II/d,D3,2017,37,6
II/d,D3,2017,39,6
II/d,D3,2017,39,6
II/d,D3,2017,40,6
II/d,D3,2017,40,6
II/d,D3,2017,37,6
II/d,D3,2017,39,6
II/d,D3,2017,36,6
II/d,D3,2017,36,6
II/d,D3,2017,38,6
II/d,D3,2017,38,6
II/d,D3,2017,39,6
II/d,D3,2017,39,6
II/d,D3,2017,39,6
II/d,D3,2017,38,6
II/d,D3,2017,36,6
II/d,D3,2014,40,9
II/d,D3,2017,39,6
II/c,D3,2011,33,12
II/c,D3,2007,54,16
II/c,D3,2014,43,9
II/c,D3,2009,43,14
II/c,D3,2014,49,9
II/c,D3,2014,47,9
II/c,D3,2014,37,9
II/c,D3,2019,32,4
II/c,D3,2019,31,4
II/c,D3,2019,27,4
II/c,D3,2019,29,4
II/c,D3,2019,30,4
II/c,D3,2022,33,1
II/c,D3,2022,25,1
II/c,D3,2022,27,1
II/c,D3,2022,34,1
II/c,D3,2022,24,1
II/c,D3,2022,23,1
II/c,D3,2022,26,1
II/c,D3,2022,35,1
II/c,D3,2022,34,1
II/c,D3,2022,26,1
II/b,D3,2009,54,14
II/b,D3,2014,48,9
II/b,D3,2014,39,9
II/b,D3,2014,41,9
II/b,D3,2014,43,9
II/b,D3,2014,57,9
II/b,D3,2014,43,9
II/b,D3,2014,53,9
II/b,D3,2014,54,9
II/b,D3,2014,55,9
II/b,D3,2014,54,9
II/b,D3,2014,56,9
II/b,D3,2009,46,14
II/b,D3,2014,57,9
II/b,D3,2014,61,9
II/b,D3,2014,60,9
II/a,D3,2014,57,9
I/d,D3,2014,49,9
I/d,D3,2014,40,9
I/d,D3,2009,56,14
IV/d,S2,1987,63,36
IV/d,S1,1988,65,35
IV/d,S1,1986,64,37
IV/c,S2,1985,58,38
IV/c,S1,1985,58,38
IV/c,S2,1987,59,36
IV/c,S2,1983,61,40
IV/c,S1,1988,61,35
IV/c,S1,1989,60,34
IV/c,S1,1986,59,37
IV/c,S1,1987,60,36
IV/c,S1,1999,57,24
IV/c,S2,1986,58,37
IV/c,S1,1984,60,39
IV/c,S2,1998,57,25
IV/c,S1,1986,57,37
IV/c,S2,1985,58,38
IV/c,S1,1988,60,35
IV/c,S1,1994,61,29
IV/c,S1,2005,47,18
IV/c,S1,1984,60,39
IV/c,S2,1988,56,35
IV/c,S1,1996,58,27
IV/c,S2,2002,48,21
IV/c,S1,1992,60,31
IV/c,S1,2002,52,21
IV/c,S1,1989,59,34
IV/c,S2,1995,59,28
IV/c,S2,1989,59,34
IV/b,S1,1991,55,32
IV/b,S1,1999,52,24
IV/b,S1,1993,57,30
IV/b,S1,1994,55,29
IV/b,S1,1989,58,34
IV/b,S1,1986,59,37
IV/b,S1,1982,60,41
IV/b,S1,2000,58,23
IV/b,S1,1998,55,25
IV/b,S1,1998,53,25
IV/b,S1,1991,55,32
IV/b,S2,1992,57,31
IV/b,S1,1990,55,33
IV/b,S2,1988,60,35
IV/b,S1,1997,53,26
IV/b,S1,1991,55,32
IV/b,S1,2000,49,23
IV/b,S1,1995,58,28
IV/b,S1,1992,56,31
IV/b,S1,1999,49,24
IV/b,S2,1992,54,31
IV/b,S1,1994,56,29
IV/b,S1,1998,53,25
IV/b,S1,1989,57,34
IV/b,S1,1986,60,37
IV/b,S1,1999,51,24
IV/b,S1,1993,58,30
IV/b,S1,1995,59,28
IV/b,S1,1990,58,33
IV/b,S2,1998,53,25
IV/b,S1,1998,53,25
IV/b,S1,1990,60,33
IV/b,S1,1994,55,29
IV/b,S1,1995,58,28
IV/b,S1,1994,55,29
IV/b,S1,1997,54,26
IV/b,S1,1987,60,36
IV/b,S1,1997,55,26
IV/b,S1,1989,54,34
IV/b,S1,1984,60,39
IV/b,S1,1985,60,38
IV/b,S1,1987,60,36
IV/b,S1,1997,53,26
IV/b,S1,1998,53,25
IV/b,S1,1997,54,26
IV/b,S1,1999,50,24
IV/b,S1,2000,50,23
IV/b,S1,1998,54,25
IV/b,S1,2005,47,18
IV/b,S1,2005,46,18
IV/b,S1,2005,54,18
IV/b,S1,1983,59,40
IV/b,S1,1999,58,24
IV/b,S1,2000,57,23
IV/b,S1,2000,53,23
IV/b,S2,2001,49,22
IV/b,S1,1988,57,35
IV/b,S1,1995,52,28
IV/b,S1,1991,51,32
IV/b,S1,1987,58,36
IV/b,S1,1985,58,38
IV/b,S1,1988,56,35
IV/b,S1,1998,54,25
IV/b,S1,1986,58,37
IV/b,S1,1999,52,24
IV/b,S1,1986,56,37
IV/b,S1,1994,55,29
IV/b,S1,1998,54,25
IV/b,S1,1999,52,24
IV/b,S1,1993,57,30
IV/b,S1,1986,57,37
IV/b,S1,1987,58,36
IV/b,S1,1983,60,40
IV/b,S1,1985,59,38
IV/b,S1,1983,60,40
IV/b,S1,1989,60,34
IV/b,S2,1998,52,25
IV/b,S1,1991,60,32
IV/b,S1,1997,55,26
IV/b,S2,1999,52,24
IV/b,S2,1987,60,36
IV/b,S1,1984,60,39
IV/b,S1,1988,58,35
IV/b,S1,1990,58,33
IV/b,S1,1987,61,36
IV/b,S1,1983,60,40
IV/b,S1,1987,60,36
IV/b,S1,1998,54,25
IV/b,S1,1984,59,39
IV/b,S1,1983,59,40
IV/b,S1,1995,58,28
IV/b,S1,1986,59,37
IV/b,S1,1988,56,35
IV/b,S1,1999,54,24
IV/b,S1,1985,60,38
IV/b,S1,1987,58,36
IV/b,S1,1997,55,26
IV/b,S1,1986,59,37
IV/b,S1,1984,59,39
IV/b,S1,1985,60,38
IV/b,S1,1986,59,37
IV/b,S1,1991,59,32
IV/b,S1,1982,61,41
IV/b,S1,1984,60,39
IV/b,S1,1987,61,36
IV/b,S1,1985,60,38
IV/b,S1,1989,59,34
IV/b,S1,1993,56,30
IV/b,S1,1984,60,39
IV/b,S1,1991,60,32
IV/b,S1,1986,58,37
IV/b,S1,1983,60,40
IV/b,S1,2000,54,23
IV/b,S1,1988,59,35
IV/b,S1,1988,59,35
IV/b,S1,1982,60,41
IV/b,S1,1989,57,34
IV/b,S1,1994,56,29
IV/b,S1,1983,61,40
IV/b,S1,1988,57,35
IV/b,S1,1988,58,35
IV/b,S1,1984,60,39
IV/b,S1,1984,58,39
IV/b,S1,1991,58,32
IV/b,S1,1991,59,32
IV/b,S2,1988,58,35
IV/b,S1,1991,58,32
IV/b,S1,1983,60,40
IV/b,S1,1988,58,35
IV/b,S1,1991,61,32
IV/b,S1,1987,60,36
IV/b,S1,1998,55,25
IV/b,S1,1998,53,25
IV/b,S1,1998,54,25
IV/b,S1,1986,59,37
IV/b,S1,1985,61,38
IV/b,S1,1986,59,37
IV/b,S1,1984,61,39
IV/b,S1,1994,61,29
IV/b,S1,1983,60,40
IV/b,S1,1988,56,35
IV/b,S1,1988,60,35
IV/b,S1,1995,56,28
IV/b,S2,2000,60,23
IV/b,S2,1995,57,28
IV/b,S1,1989,59,34
IV/b,S1,1987,61,36
IV/b,S1,1987,60,36
IV/b,S1,1996,50,27
IV/b,S1,1993,58,30
IV/b,S1,1994,56,29
IV/b,S1,1994,56,29
IV/b,S1,1994,57,29
IV/b,S1,1994,55,29
IV/b,S1,1993,58,30
IV/b,S1,1985,58,38
IV/b,S1,1987,57,36
IV/b,S1,1993,53,30
IV/b,S1,1998,60,25
IV/b,S2,1994,54,29
IV/b,S1,2003,53,20
IV/b,S2,2005,46,18
IV/b,S1,1988,57,35
IV/b,S1,1991,57,32
IV/b,S1,1983,60,40
IV/b,D3,1996,54,27
IV/b,S2,1987,58,36
IV/b,S2,1987,57,36
IV/b,S2,1997,59,26
IV/b,S1,2002,51,21
IV/b,S1,2002,58,21
IV/b,S1,2006,50,17
IV/b,S1,2006,48,17
IV/b,S1,2002,52,21
IV/b,S1,2002,55,21
IV/b,S1,1999,51,24
IV/b,S1,2000,60,23
IV/b,S1,2002,53,21
IV/b,S1,2005,45,18
IV/b,S1,2005,46,18
IV/b,S1,2009,52,14
IV/b,S1,2009,54,14
IV/b,S1,1985,59,38
IV/b,S1,1983,61,40
IV/b,S1,1994,57,29
IV/b,S1,1987,60,36
IV/b,S1,1997,57,26
IV/b,S1,1989,56,34
IV/b,S1,1986,59,37
IV/b,S1,1988,56,35
IV/b,S1,1987,59,36
IV/b,S2,1985,60,38
IV/b,S2,1986,60,37
IV/b,S1,1987,57,36
IV/b,S1,1993,58,30
IV/b,S1,1999,54,24
IV/b,S1,1992,58,31
IV/b,S1,1991,60,32
IV/b,S1,1988,58,35
IV/b,S1,1984,59,39
IV/b,S1,1989,57,34
IV/b,S2,1990,57,33
IV/b,S1,1995,58,28
IV/b,S1,1991,56,32
IV/b,S1,1991,58,32
IV/b,S1,1988,56,35
IV/b,S1,1999,51,24
IV/b,S1,1991,57,32
IV/b,S1,1991,58,32
IV/b,D3,1991,58,32
IV/b,S1,1991,60,32
IV/b,S1,1993,56,30
IV/b,S1,1987,59,36
IV/b,S1,1994,56,29
IV/b,S1,1988,60,35
IV/b,S1,1988,58,35
IV/b,S1,2000,54,23
IV/b,S1,1988,59,35
IV/b,S1,1999,55,24
IV/b,S1,1987,61,36
IV/b,S1,1988,55,35
IV/b,S1,1986,57,37
IV/b,S1,1986,57,37
IV/b,S1,1985,60,38
IV/b,S1,1994,55,29
IV/b,S1,1987,60,36
IV/b,S1,1990,57,33
IV/b,S1,1986,59,37
IV/b,S1,1986,58,37
IV/b,S1,1987,59,36
IV/b,S1,2000,53,23
IV/b,S1,1989,57,34
IV/b,S1,2000,60,23
IV/b,S1,1998,54,25
IV/b,S1,1990,57,33
IV/b,S1,2000,54,23
IV/b,S2,1990,58,33
IV/b,S1,1999,50,24
IV/b,S1,1998,58,25
IV/b,S1,1991,58,32
IV/b,S1,1999,51,24
IV/b,S1,2000,48,23
IV/b,S2,1997,53,26
IV/b,S1,1998,57,25
IV/b,S1,1985,58,38
IV/b,S1,1999,59,24
IV/b,S1,1985,58,38
IV/b,S1,1994,56,29
IV/b,S1,1992,59,31
IV/b,S2,1995,52,28
IV/b,S1,1988,60,35
IV/b,S1,1991,58,32
IV/b,S1,1992,59,31
IV/b,S1,1985,60,38
IV/b,S1,1987,56,36
IV/b,S1,1992,58,31
IV/b,S1,1993,57,30
IV/b,S1,1997,55,26
IV/b,S1,1991,55,32
IV/b,S1,1993,57,30
IV/b,S1,1984,60,39
IV/b,S1,1993,60,30
IV/b,S1,1991,59,32
IV/b,S1,1985,60,38
IV/b,S1,1993,56,30
IV/b,S1,1994,56,29
IV/b,S1,1983,60,40
IV/b,S1,1987,60,36
IV/b,S1,1989,57,34
IV/b,S1,1997,58,26
IV/b,S1,1984,60,39
IV/b,S1,1985,60,38
IV/b,S1,1992,59,31
IV/b,S1,1994,52,29
IV/b,S1,1990,57,33
IV/b,S1,1983,60,40
IV/b,S1,1997,55,26
IV/b,S1,1998,54,25
IV/b,S1,1987,59,36
IV/b,S1,1990,56,33
IV/b,S1,1998,54,25
IV/b,S1,1998,57,25
IV/b,S1,1991,54,32
IV/b,S1,1989,61,34
IV/b,S1,1987,60,36
IV/b,S1,2000,60,23
IV/b,S1,1998,57,25
IV/b,S1,1993,59,30
IV/b,S1,1986,59,37
IV/b,S1,1986,59,37
IV/b,S1,1988,58,35
IV/b,S1,1985,59,38
IV/b,S1,1995,58,28
IV/b,S1,1989,58,34
IV/b,S1,1993,56,30
IV/b,S1,1987,60,36
IV/b,S1,1988,59,35
IV/b,S1,1987,60,36
IV/b,S1,1989,58,34
IV/b,S1,1987,60,36
IV/b,S1,1987,60,36
IV/b,S1,1989,61,34
IV/b,S1,1988,56,35
IV/b,S1,1988,58,35
IV/b,S1,1983,59,40
IV/b,S1,1986,57,37
IV/b,S1,1983,59,40
IV/b,S1,1987,60,36
IV/b,S1,1988,58,35
IV/b,S1,1986,60,37
IV/b,S1,1986,59,37
IV/b,S1,1989,60,34
IV/b,S1,1986,61,37
IV/b,S1,1986,59,37
IV/b,S1,1986,58,37
IV/b,S1,1988,58,35
IV/b,S1,1988,57,35
IV/b,S1,1986,59,37
IV/b,S1,1986,61,37
IV/b,S1,1986,60,37
IV/b,S1,1992,61,31
IV/b,S1,1985,60,38
IV/b,S1,1988,57,35
IV/b,S1,1983,61,40
IV/b,S1,1983,60,40
IV/b,S1,1985,60,38
IV/b,S1,1987,59,36
IV/b,S1,1987,58,36
IV/b,S1,1989,60,34
IV/b,S1,1983,61,40
IV/b,S1,1988,59,35
IV/b,S1,1988,58,35
IV/b,S1,1986,59,37
IV/b,S1,1988,55,35
IV/b,S1,1984,59,39
IV/b,S1,1985,57,38
IV/b,S1,1986,60,37
IV/b,S1,1986,60,37
IV/b,S1,1984,60,39
IV/b,S1,1985,60,38
IV/b,S1,1986,59,37
IV/b,D3,1991,57,32
IV/b,D3,1988,58,35
IV/b,D3,1985,60,38
IV/b,D3,1984,60,39
IV/b,D3,1987,60,36
IV/b,D3,1986,61,37
IV/b,S1,1988,57,35
IV/b,S1,1988,56,35
IV/b,S1,1989,59,34
IV/b,S1,1988,58,35
IV/b,S1,1989,57,34
IV/b,S1,1983,60,40
IV/b,S1,1983,60,40
IV/b,S1,1983,60,40
IV/b,S1,1986,60,37
IV/b,S1,1989,59,34
IV/b,D3,1987,61,36
IV/b,S1,1988,59,35
IV/b,D3,1989,56,34
IV/b,S1,1982,61,41
IV/b,S1,1990,56,33
IV/b,D3,1985,59,38
IV/b,D3,1988,59,35
IV/b,D3,1987,61,36
IV/b,S2,1983,60,40
IV/b,S1,1988,58,35
IV/b,S1,1983,60,40
IV/b,D3,1983,60,40
IV/b,S1,1986,61,37
IV/b,S2,1983,60,40
IV/b,S1,1983,60,40
IV/b,D3,1983,60,40
IV/b,S1,1983,60,40
IV/b,D3,1989,58,34
IV/b,S1,1988,59,35
IV/b,D3,1985,59,38
IV/b,S1,1990,57,33
IV/b,D3,1991,58,32
IV/b,S1,1988,60,35
IV/b,S1,1988,57,35
IV/b,S1,1986,59,37
IV/b,D3,1989,56,34
IV/b,D3,1988,58,35
IV/b,S1,1988,58,35
IV/b,S1,1986,59,37
IV/b,D3,1988,57,35
IV/b,S1,1985,59,38
IV/b,S1,1982,61,41
IV/b,S1,1989,55,34
IV/b,D3,1987,59,36
IV/b,S1,1986,58,37
IV/b,D3,1990,55,33
IV/b,S1,1987,58,36
IV/b,D3,1985,60,38
IV/b,S1,1990,58,33
IV/b,S1,1988,58,35
IV/b,S1,1989,56,34
IV/b,S2,1992,56,31
IV/b,S2,1988,58,35
IV/b,D3,1988,56,35
IV/b,D3,1990,56,33
IV/b,S1,1990,55,33
IV/b,D3,1994,56,29
IV/b,S1,1991,58,32
IV/b,S1,1991,60,32
IV/b,S1,1993,58,30
IV/b,S1,1991,60,32
IV/b,S1,1991,55,32
IV/b,S1,1983,59,40
IV/b,S1,1994,57,29
IV/b,S1,1994,56,29
IV/b,S1,1991,59,32
IV/b,S1,1992,59,31
IV/b,S1,1993,60,30
IV/b,S1,1993,56,30
IV/b,S1,1994,56,29
IV/b,S1,1993,58,30
IV/b,S1,1989,57,34
IV/b,S1,1991,57,32
IV/b,S1,1991,58,32
IV/b,S1,1984,59,39
IV/b,S1,2000,56,23
IV/b,S1,1998,58,25
IV/b,S1,1989,57,34
IV/b,S1,1988,59,35
IV/b,S1,1991,59,32
IV/b,S1,1988,58,35
IV/b,S1,1983,60,40
IV/b,S1,1988,57,35
IV/b,S1,1989,59,34
IV/b,S1,1989,56,34
IV/b,S1,1994,59,29
IV/b,S1,1988,56,35
IV/b,S1,1991,60,32
IV/b,S2,1986,58,37
IV/b,S1,1987,59,36
IV/b,S1,1992,56,31
IV/b,S1,1991,53,32
IV/a,S1,1994,51,29
IV/a,S1,1987,58,36
IV/a,D3,1988,58,35
IV/a,S1,1984,59,39
IV/a,S1,1985,59,38
IV/a,S1,1993,57,30
IV/a,S1,1993,58,30
IV/a,D3,1985,59,38
IV/a,D3,1984,60,39
IV/a,D3,1984,60,39
IV/a,D3,1983,60,40
IV/a,D3,1986,59,37
IV/a,D3,1988,60,35
IV/a,D3,1989,57,34
IV/a,D3,1983,60,40
IV/a,D3,1984,59,39
IV/a,S1,1988,59,35
IV/a,D3,1983,61,40
IV/a,D3,1989,59,34
IV/a,D3,1987,60,36
IV/a,D3,1988,59,35
IV/a,D3,1991,59,32
IV/a,D3,1993,59,30
IV/a,D3,1988,57,35
IV/a,D3,1988,57,35
IV/a,S1,1987,59,36
IV/a,D3,1983,61,40
IV/a,D3,1991,57,32
IV/a,S1,1988,59,35
IV/a,D3,1985,61,38
IV/a,S1,1988,59,35
IV/a,D3,1990,57,33
IV/a,S1,1987,60,36
IV/a,S1,1990,58,33
IV/a,S1,1988,60,35
IV/a,S1,1984,60,39
IV/a,D3,1988,56,35
IV/a,S1,1988,57,35
